,Unnamed: 0,기사요약
30,30,"일인당 한 달 40차례 이용제한, 장애인단체 반발[부산CBS 박중석 기자]위 사진은 해당 기사와 관련 없음 (사진=자료사진)부산시가 장애인들의 이동권을 보장하기 위해 추진하고 있는 장애인콜택시의 올해 운영비가 바닥을 드러냈다빗나간 수요 예측 때문인데, 시가 뒤늦게 각종 규제를 확대하고 나서 장애인들의 반발을 자초하고 있다는 지적이다해운대장애인자립생활센터 이상훈 팀장은 ""정상적으로 이용하는 하는 장애인들에게도 부정승차를 한게 아니냐는 의심을 한다""며 ""대외적으로 장애인 교통수단을 잘 운영하고 있다고 하면서 실제 이용자들에게는 각종 규제를 남발하고 있다""고 말했다"
31,31,"또 연말까지 전동 휠체어 충전 존 설치, 장애인 주차구역 안내표지 강화, 교통약자 우선검색대 설치 등 15개 과제를 추진할 계획이다"
32,32,"한 중증장애인이 도로 운전에 앞서 시뮬레이터로 운전을 배우며 재미있어 하고 있다이에 따라 도로교통공단은 장애인의 날(4월20일)을 앞두고 최근 “대중교통 이용에 많은 제약을 받고 있는 장애인들의 이동권 확보 차원에서 ‘중증장애인 운전지원센터’를 더욱 확대 설치하겠다”고 밝혔다장애는 운전의 걸림돌이 아니다…도로교통공단, 장애인 이동권 확대 위해 노력‘중증장애인 운전지원센터’는 도로교통공단·경찰청·국립재활원이 협업으로 추진하는 사업으로, 중증장애인을 위해 휠체어를 탄 채 운전할 수 있는 특수 차량과 전문 운전교육인력을 확보해 운전면허 취득에 필요한 교통안전교육과 학과·기능·주행시험 전반에 걸쳐 이론 및 기능 교육을 원스톱 방식으로 지원한다공단은 오는 6월 서울 강서시험장에 이어 2016년에는 대전, 2017년에는 대구 등 전국 권역별로 ‘중증장애인 운전지원센터’를 확대 설치해 장애인들의 운전면허취득 기회를 더욱 넓혀줄 계획이다‘중증장애인 운전지원센터는 지난 2013년 11월 문을 연 이후 지난 3월 말 현재 모두 513명의 중증장애인을 교육시켰으며 이중 297명이 운전면허증을 따는 기쁨을 맛봤다한편 공단은 센터별로 인터넷 ‘중증장애인 카페’(네이버 카페)를 운영하면서 운전면허취득에 필요한 정보교류와 소통의 장을 마련하는 등 동호인 활동도 적극 지원하고 있다장애인 대부분이 처음에는 두려워하지만 막상 운전을 해 보면 재미있어 한다는 게 관계자들의 귀띔이다"
33,33,"5㎞ “최악” 김호상 부산장애인인권포럼 대표가 전동휠체어를 타고 부산 금정구 부곡로를 지나가다 인도에 불법 주차한 차량을 피해 차도로 이동하고 있다kr 20일 오후 부산 금정구 부곡동 금정세무서 뒤쪽 부곡로에는 부산대 또는 온천장 쪽으로 가는 차량들이 줄지어 있었다‘장애인의 날’인 20일 <한겨레>는 김호상 부산장애인인권포럼 대표 등 휠체어를 이용하는 장애인 3명과 함께 부산 금정구 금정세무서에서 온천장 입구 교차로까지 1금정세무서에서 도로 오른쪽으로 붙어서 온천장 쪽으로 300ｍ가량 걸어가니 길이 1ｍ, 높이 20㎝가량의 갓돌(차도와 인도 경계에 세워진 돌) 10여개가 한줄로 늘어서 있었다지체장애인 김아무개(54)씨는 “전동휠체어를 타고 2013년 3월 금정구 구서동의 경사진 인도를 지나가다 미끄러져 차도 쪽으로 넘어질 뻔했는데, 지나가던 사람이 재빨리 잡아줘 사고를 피할 수 있었다휠체어가 갈 수 있는 평평한 인도에는 불법 주차한 차량들이 길을 막고 있었다"
34,34,"""승차 보조 리프트 시설 없어 전동휠체어는 아예 불가능 35명 탑승 체험 5명만 겨우 타지난 25일 부산 동구 부산역 앞 부산시티투어버스 정류장에는 휠체어를 이용하는 장애인 35명이 모였다부산시티투어버스는 일반 관광버스처럼 양쪽에 좌석이 두 개씩 있어 전동 휠체어가 들어갈 공간이 없었다결국 접을 수 있는 수동 휠체어를 이용하는 장애인 5명만이 투어에 도전했다장애인을 먼저 들어 옮기고 휠체어는 접어서 따로 들고 가는 방법밖에 없었다"
35,35,휠체어 장애인은 비행기를 타고 내릴 때 기내 휠체어가 꼭 필요한데 이를 제공하는 저비용항공사가 없기 때문이다국내에 휠체어 이용자가 탈 수 있는 시외 저상버스는 한 대도 없기 때문이다◆기내 휠체어 없는 저비용항공세계일보가 장애인의 날(20일)을 맞아 국내 7개 항공사에 ‘기내 휠체어’ 보유현황 등을 문의한 결과 저비용항공사는 기내 휠체어를 제대로 보유하지 않은 것으로 드러났다대한항공과 아시아나항공은 각각 기내 휠체어를 항공기 편당 1대씩인 총 122대와 87대를 탑재하고 지점에도 여분을 보유하고 있다◆저상버스 없는 시외버스국내에 휠체어 이용자가 탈 수 있는 시외 저상버스는 한 대도 없다하지만 소송 당사자들이 이의를 신청해 화해가 무산됐다
36,36,"""본인도 소아마비 지체 1급 장애인 ""너보다 어려운 사람 생각하라"" 아버지 말씀에 봉사 나서 장학금 기탁·장애인요트연맹 창단 소아암 어린이 돕기 등 다양한 활동20일 서울 63빌딩에서 보건복지부 주최·한국장애인개발원 주관으로 열린 제35회 장애인의 날 기념식서 '올해의 장애인상'을 수상한 강병령(54) 광도한의원(부산 동래구 낙민동) 대표원장2세 때 소아마비를 앓고 지체 1급 장애 판정을 받은 강 원장은 형편이 어려운 학생에게 10여 년간 1억 원 넘게 장학금을 기탁했다자신도 힘든 학창시절을 보냈다는 강 원장은 2003년부터 인봉장학회을 설립, 동래고 후배에게 매년 1천만 원을 기탁하고 있다강 원장은 ""당시 형편이 좀더 나아지면 장학회를 하려 했는데 미루는 것보다 작지만 지금 당장 하는 게 중요하다는 교장 선생님의 권유로 시작했다""며 장학금을 받은 학생들이 대학 합격 뒤 찾아와 고맙다고 할 때 큰 보람을 느낀다고 흐뭇해했다"
37,37,"부산시에 장애인 정책요구안 전달[오마이뉴스 정민규 기자] ▲  장애인들의 권리 실현을 위한 장애인차별철폐 부산공동투쟁실천단이 20일 오후 부산시청 광장에서 출범 기자회견을 열었다ⓒ 정민규""언제까지 기다려야 합니까""20일 오후 봄비가 내리는 부산시청 광장에서 김호상 '420장애인차별철폐 부산공동투쟁실천단'(아래 실천단) 공동대표가 사람들에게 물었다실천단은 장애인의 날이란 이름 속엔 자신들을 권리의 주체로 보지 않고 시혜와 동정의 대상으로 보는 시선이 깔렸다고 생각하고 있다그들의 요구로 활동지원에 대한 부산시의 추가 지원을 얻어냈고, 자립생활센터를 확대하는 성과를 거두었다"
38,38,"장애인이 가기 위해서는 200여m 떨어진 경사로를 이용해야 하는 백일홍 화장실(빨간 동그라미 안) 모습이혜미 기자 fact@     많은 시민이 찾는 부산 온천천 시민공원에 장애인 화장실이 크게 부족해 온천천 시민공원이 장애인을 외면하고 있다는 지적이다연제구 쪽에는 세병교 옆 '백일홍' 화장실에만 장애인 전용칸이 설치돼 있다화장실 정면에서는 장애인 이동 편의를 위한 경사로가 없다연제구 박재식 구의원은 최근 구의회 임시회에서 ""온천천 시민공원에 장애인 전용 화장실을 확충해야 한다""고주장했다동래구장애인자립생활센터도 장애인 화장실 확충을 지속적으로 요구하고 있다"
39,39,"㈔부산국제장애인협의회가 장애인들을 위해 운전재활 강좌, 정보화 교육, 문화 강좌 등 다채로운 프로그램을 마련했다■장애인 운전재활 도와요운전재활 교육 7일부터 시행 운전시뮬레이터 11대 갖춰 문서·영상편집 등 정보화교육 바리스타 자격증 과정도 운영지난 1일 오후 부산도시철도 초량역 6번 출구 앞 커피타운빌딩 7층이규배 선임강사는 ""자동차운전 3D 시뮬레이터에는 남부운전면허시험장의 도로주행 코스 프로그램 4개가 들어 있어 장애인들이 안전하게 운전연습을 할 수 있다""고 말했다이 선임강사는 ""운전면허를 딴 뒤 자활 의지를 불태우는 장애인을 볼 때 기쁨과 보람을 느낀다""고 전했다협의회는 이번 달에 장애인 정보화 교육 프로그램을 마련했다정보화 교육 프로그램은 7일부터 25일까지(토·일 제외) 펼쳐진다'한글 문서편집'의 교육 내용은 한글 2010 메뉴 익히기, 글자·문단 속성 변경하기, 효율적인 편집기능 익히기 등이다부산국제장애인협의회 제공■문화 프로그램도 풍성부산국제장애인협의회는 장애인과 장애인 직계 가족을 위해 다양한 문화 프로그램도 운영하고 있다부산국제장애인협의회 강충걸 사무총장은 ""다양한 교육·문화 프로그램을 통해 장애인의 재활 의지를 돕고 장애인 가족들의 삶의 질을 높이는 데 더욱 노력하겠다""고 말했다"
40,40,"전국장애인차별철폐연대 회원들이 24일 오후 서울 서초구 반포동 서울고속버스터미널에서 장애인들의 시외 이동권 보장 촉구 기자회견을 하고 있다24/뉴스1 © News1 박정호 기자전국장애인차별철폐연대, 강남고속터미널서 기자회견(서울=뉴스1) 김일창 기자 = 추석을 앞두고 장애인 단체는 ""교통약자는 시외고속 버스를 단 한 대도 탈 수 없다""며 장애인들의 시외 이동권 보장을 촉구했다"
41,41,"국립재활원과 한국장애인고용공단, 도로교통공단은 15일 서울시 서초구 소재 aT센터에서 '장애인 자가운전과 취업지원 확대를 위한 3자간 업무협약'을 체결한다고 밝혔다또, 운전(면허, 적응) 교육을 받고 있는 장애인이 취업이나 차량개조서비스가 필요할 경우 장애인고용공단 18개 지사를 통해 취업지원(취업알선, 직업훈련)과 차량개조를 위한 차량용 보조공학기기 지원 서비스를 이용할 수 있게 된다장애인 자가운전 및 취업지원을 위한 통합서비스는 한국장애인고용공단 18개 지사(1588-1519), 국립재활원(02-901-1553), 도로교통공단 중증장애인 운전지원센터(1577-1120) 등 기관별 전화 상담이나 방문을 통해 이용 가능하다"
42,42,"국토교통부는 프리미엄 고속버스 서울∼부산(1일 왕복 12회), 서울∼광주(1일 왕복 20회) 노선에 대한 정식 운행에 나선다고 25일 밝혔다이같은 프리미엄 고속버스의 요금은 우등고속버스 대비 1"
43,43,"장애인 단체 '차별 철폐 투쟁결의대회'도 열어    (전국종합=연합뉴스) 제36회 장애인의 날인 20일 전국 곳곳에서 장애인 인권을 강조하는 기념식이 열렸다서울 여의도 63빌딩에서 열린 기념식에는 박근혜 대통령이 영상 메시지를 보내 ""정부는 장애인과 비장애인 모두가 자신의 능력을 마음껏 펼칠 수 있는 사회를 만드는 데 최선을 다할 것""이라고 말했다기념식 한 편에서는 장애인 인권 보장과 차별 철폐를 바라는 행사도 열렸다광주장애인차별철폐연대, 광주장애인교육권연대 등은 광주시교육청 앞에서 기자회견을 열고 ""오늘은 '장애인의 날'이 아니라 '장애인 차별철폐 투쟁의 날'이다""고 강조했다"
44,44,"장애인들의 이동권이 최대 관심을 모으고 있는 가운데, 최근 서울 영등포구 여의도공원에서 열린 한 체험행사에서 사람들이 특수 차량을 둘러보고 직접 체험도 하고 있다20여개 부스 중 장애인 이동권과 관련된 부스만 다섯 곳이었다두 다리가 불편해 휠체어를 타고 온 김병욱(49) 씨는 “여행을 가려면 어쩔 수 없이 장애인 콜택시를 대절해야 하는데, 서울 시내에서도 2시간 이상 걸릴 때가 많고 대절은 더 어렵다”며 “출퇴근길에 항상 만원인 저상버스는 엄두도 못 낸다”고 했다장애인들의 이동권이 최대 관심을 모으고 있는 가운데, 한 체험행사에서 사람들이 특수 차량을 둘러보고 직접 체험도 하고 있다행사장에서는 이들 부스 뿐만 아니라, 장애인용 특수 LPG차량 구매 상담, 전동 휠체어 관련 상담 부스 등 이동권과 관련된 부스에 사람들이 몰렸다이 센터장은 “다양한 장애 유형에 맞는 차량을 수배할 수 없어 교육을 중도 포기하는 경우도 많다”며 “현재 용인에 특수차량이 한대 있는데, 우리도 어떤 장애 유형에 맞는 차량을 구입해야 할지 고민하느라 시간이 지체되고 있다”고 했다"
